CODGEO,REG,DEP,ARR,CV,ZE2010,LIBGEO,P09_ACTOCC15P,P09_SAL15P,P09_NSAL15P,P09_ACTOCC15P_TP,P09_SAL15P_TP,P09_HSAL15P_TP,P09_FSAL15P_TP,P09_NSAL15P_TP,P99_ACTOCC15P,P99_HSAL15P,P99_HSAL15P_TP,P99_FSAL15P,P99_FSAL15P_TP,P09_HACTOCC15P,P09_HSAL15P,P09_HSAL15P_CDI,P09_HSAL15P_CDD,P09_HSAL15P_INTERIM,P09_HSAL15P_EMPAID,P09_HSAL15P_APPR,P09_HNSAL15P,P09_HNSAL15P_INDEP,P09_HNSAL15P_EMPLOY,P09_HNSAL15P_AIDFAM,P09_FACTOCC15P,P09_FSAL15P,P09_FSAL15P_CDI,P09_FSAL15P_CDD,P09_FSAL15P_INTERIM,P09_FSAL15P_EMPAID,P09_FSAL15P_APPR,P09_FNSAL15P,P09_FNSAL15P_INDEP,P09_FNSAL15P_EMPLOY,P09_FNSAL15P_AIDFAM,P09_HSAL1564,P09_HSAL1524,P09_HSAL2554,P09_HSAL5564,P09_HSAL1564_TP,P09_HSAL1524_TP,P09_HSAL2554_TP,P09_HSAL5564_TP,P09_FSAL1564,P09_FSAL1524,P09_FSAL2554,P09_FSAL5564,P09_FSAL1564_TP,P09_FSAL1524_TP,P09_FSAL2554_TP,P09_FSAL5564_TP,P09_ACTOCC15P_ILT1,P09_ACTOCC15P_ILT2P,P09_ACTOCC15P_ILT2,P09_ACTOCC15P_ILT3,P09_ACTOCC15P_ILT4,P09_ACTOCC15P_ILT5,P99_ACTOCC15P_ILT1,P99_ACTOCC15P_ILT2P,P99_ACTOCC15P_ILT2,P99_ACTOCC15P_ILT3,P99_ACTOCC15P_ILT4,P99_ACTOCC15P_ILT5
72367,52,72,721,7215,5213,Vallon-sur-Gée,335,294,41,42,41,8,33,1,253,114,7,94,30,188,164,137,8,5,2,12,23,13,11,0,148,130,98,25,2,4,0,18,13,5,0,164,27,130,7,8,3,5,0,129,11,111,7,33,1,27,4,74,261,251,7,3,0,75,178,166,9,2,1
72368,52,72,722,7228,5213,Vancé,128,98,30,17,14,1,13,3,124,51,1,38,14,72,50,40,7,0,0,3,22,12,9,0,56,48,40,6,0,0,2,8,6,2,0,49,9,32,8,1,0,0,1,48,8,34,6,13,0,10,3,40,88,75,1,12,0,47,77,67,1,8,1
72369,52,72,721,7223,5212,Verneil-le-Chétif,245,193,52,44,42,7,35,2,198,92,8,62,24,135,97,73,9,7,0,7,38,19,19,1,110,96,74,17,1,3,1,13,9,4,0,97,10,83,4,7,2,5,0,96,6,85,5,35,3,31,1,56,189,174,4,11,0,54,144,131,3,9,1
72370,52,72,722,7202,5213,Vernie,140,119,22,29,27,7,20,2,120,53,9,40,19,83,70,62,6,1,0,1,12,6,6,0,58,49,37,8,3,0,0,9,5,4,0,70,6,62,2,7,1,5,1,49,2,42,4,20,0,15,4,40,100,89,5,6,0,43,77,66,6,5,0
72372,52,72,722,7218,5213,Vezot,31,27,4,4,3,0,3,1,25,11,0,8,4,16,13,12,0,0,0,1,3,0,3,0,15,14,13,1,0,0,0,1,1,0,0,13,1,10,2,0,0,0,0,14,0,13,1,3,0,3,0,2,29,19,0,10,0,7,18,15,0,3,0
72373,52,72,722,7233,5211,Vibraye,1054,926,127,127,118,22,96,9,1050,493,21,418,92,558,478,418,17,23,2,18,81,30,50,1,495,449,381,37,13,4,14,47,17,29,1,477,69,375,33,21,4,13,4,447,53,348,46,94,11,72,11,543,511,415,1,92,2,738,312,269,0,41,2
72374,52,72,722,7218,0051,Villaines-la-Carelle,69,54,15,8,8,2,6,0,79,31,1,27,4,39,27,22,2,1,0,2,12,8,4,0,30,27,22,4,1,0,0,3,2,1,0,27,3,23,1,2,1,1,0,27,3,23,1,6,1,5,0,12,57,29,0,28,0,34,45,27,0,18,0
72375,52,72,722,7210,5211,Villaines-la-Gonais,247,215,32,35,31,9,22,4,196,84,3,78,20,129,106,93,10,3,0,1,22,10,13,0,118,108,91,13,2,1,2,10,7,3,0,106,12,87,8,9,3,5,1,108,7,94,8,22,0,21,1,41,206,173,1,32,0,31,165,143,2,20,0
72376,52,72,721,7213,5213,Villaines-sous-Lucé,321,256,66,52,50,8,42,2,232,93,5,76,29,172,121,107,6,4,2,2,51,28,24,0,149,135,116,15,1,0,2,14,9,5,0,121,10,103,8,8,4,4,0,135,10,115,9,42,2,38,2,83,238,229,1,8,0,74,158,151,2,5,0
72377,52,72,721,7217,5212,Villaines-sous-Malicorne,416,350,66,54,52,10,43,2,325,141,9,115,30,229,186,145,27,6,0,8,43,22,20,0,187,164,142,16,5,1,0,23,15,7,2,185,27,145,13,9,3,4,2,164,10,141,14,43,4,35,4,103,313,287,22,3,1,117,208,195,6,4,3
72378,52,72,721,7227,5214,Vion,712,644,67,84,82,10,72,2,548,268,4,221,59,380,341,294,21,9,2,15,39,18,21,0,331,303,253,36,11,0,5,28,13,14,0,340,36,270,34,9,5,2,2,301,21,261,18,72,5,63,4,80,632,582,36,13,0,90,458,424,29,4,1
72379,52,72,721,7205,5213,Viré-en-Champagne,105,67,38,15,9,0,9,6,65,21,4,18,6,57,34,27,3,3,0,0,23,19,4,0,48,34,25,6,2,0,0,14,12,2,0,34,5,26,2,0,0,0,0,34,4,27,2,9,1,8,0,32,73,62,8,3,0,22,43,37,4,2,0
72380,52,72,722,7202,5213,Vivoin,379,320,59,54,49,15,35,5,324,139,7,128,48,198,160,136,10,6,0,8,39,15,22,1,181,161,142,15,2,1,1,20,16,4,0,159,23,125,11,14,5,8,1,161,14,131,16,35,6,28,1,95,284,244,8,33,0,101,223,197,4,22,0
72381,52,72,721,7231,5213,Voivres-lès-le-Mans,588,541,47,86,79,7,72,6,392,206,12,149,55,319,290,254,8,11,2,15,28,14,15,0,269,250,224,17,2,2,5,19,11,7,1,289,29,242,19,7,3,3,1,250,20,212,18,72,6,58,7,50,538,519,6,13,0,42,350,340,4,6,0
72382,52,72,722,7204,5213,Volnay,361,311,50,63,60,11,49,3,283,139,9,98,38,202,168,152,9,5,0,3,33,16,17,0,160,143,118,14,4,3,4,16,8,9,0,167,14,143,10,11,1,7,3,143,13,119,11,49,5,39,5,67,294,269,6,19,0,64,219,208,3,7,1
72383,52,72,722,7232,5211,Vouvray-sur-Huisne,73,66,7,7,6,0,6,1,41,22,2,14,2,43,38,32,4,0,0,1,5,4,1,0,30,28,21,3,3,1,0,2,0,2,0,38,4,32,1,0,0,0,0,28,0,27,1,6,0,6,0,7,66,61,0,5,0,7,34,30,0,4,0
72384,52,72,721,7207,5212,Vouvray-sur-Loir,295,248,47,54,47,11,36,7,323,153,7,133,43,150,127,105,9,6,1,6,23,13,7,3,144,121,98,19,0,1,3,23,18,3,2,126,16,101,9,11,1,10,0,120,10,94,16,36,4,25,6,68,227,185,2,40,0,54,269,233,2,34,0
72385,52,72,721,7226,5213,Yvré-le-Pôlin,785,710,74,139,132,18,114,7,667,340,19,254,101,419,370,330,12,19,1,9,49,14,34,1,365,340,277,46,8,2,7,26,13,11,2,368,35,311,23,16,5,8,3,340,27,287,26,114,10,95,9,128,656,632,7,18,0,118,549,515,8,25,1
72386,52,72,723,7237,5213,Yvré-l'Évêque,1917,1711,206,365,349,51,298,16,1865,859,40,771,288,1020,876,792,37,20,4,23,144,52,90,1,898,835,744,70,6,6,9,62,30,26,6,875,96,677,102,50,21,24,5,833,65,668,100,298,31,238,29,283,1634,1560,16,57,1,298,1567,1502,10,53,2
